time,volume,mid_open,mid_high,mid_low,mid_close,bid_close,ask_close,spread
2026-05-12 07:00:00+00:00,7537,1.17504,1.17534,1.17434,1.17478,1.17471,1.17485,0.000140000000000029
2026-05-12 08:00:00+00:00,7481,1.17479,1.17505,1.17394,1.17446,1.17436,1.17455,0.00018999999999991246
2026-05-12 09:00:00+00:00,6090,1.17445,1.17516,1.17438,1.17476,1.17468,1.17484,0.00016000000000016001
2026-05-12 10:00:00+00:00,4202,1.17474,1.17492,1.17405,1.17407,1.17399,1.17415,0.00015999999999993797
2026-05-12 11:00:00+00:00,6325,1.17406,1.17484,1.17349,1.17438,1.1743,1.17447,0.00017000000000000348
2026-05-12 12:00:00+00:00,9123,1.1744,1.17499,1.1736,1.17478,1.17471,1.17486,0.0001500000000000945
2026-05-12 13:00:00+00:00,10565,1.17476,1.175,1.17271,1.173,1.17292,1.17309,0.00017000000000000348
2026-05-12 14:00:00+00:00,10542,1.17301,1.17361,1.1728,1.1736,1.17352,1.17367,0.0001500000000000945
2026-05-12 15:00:00+00:00,9362,1.1736,1.17366,1.17218,1.17327,1.17319,1.17335,0.00015999999999993797
2026-05-12 16:00:00+00:00,5523,1.17328,1.17386,1.17278,1.17283,1.17276,1.1729,0.000140000000000029
2026-05-12 17:00:00+00:00,4806,1.17284,1.17338,1.17274,1.17334,1.17325,1.17342,0.00017000000000000348
2026-05-12 18:00:00+00:00,4751,1.17334,1.1741,1.17289,1.17406,1.17398,1.17414,0.00015999999999993797
2026-05-12 19:00:00+00:00,3775,1.17406,1.17468,1.17399,1.17403,1.17395,1.17411,0.00015999999999993797
2026-05-12 20:00:00+00:00,1440,1.17404,1.1741,1.17378,1.17403,1.17394,1.17412,0.000180000000000069
2026-05-12 21:00:00+00:00,1179,1.17366,1.17408,1.17358,1.17382,1.17363,1.17401,0.00038000000000004697
2026-05-12 22:00:00+00:00,839,1.17388,1.17402,1.17376,1.17397,1.1739,1.17404,0.000140000000000029
2026-05-12 23:00:00+00:00,955,1.17398,1.17414,1.17347,1.17352,1.17343,1.1736,0.00017000000000000348
2026-05-13 00:00:00+00:00,3800,1.17351,1.17387,1.1733,1.17382,1.17375,1.1739,0.00014999999999987246
2026-05-13 01:00:00+00:00,3709,1.17382,1.17418,1.1732,1.17388,1.1738,1.17396,0.00015999999999993797
2026-05-13 02:00:00+00:00,2273,1.17388,1.17417,1.17363,1.17372,1.17364,1.1738,0.00015999999999993797
